k,h,s,yD,pplant_mw
48,32,3,0,0.0000000000
48,33,1,0,0.0000000000
48,33,2,0,0.0000000000
48,33,3,0,0.0000000000
48,34,1,0,0.0000000000
48,34,2,0,0.0000000000
48,34,3,0,0.0000000000
48,35,1,0,0.0000000000
48,35,2,0,0.0000000000
48,35,3,0,0.0000000000
48,36,1,0,0.0000000000
48,36,2,0,0.0000000000
48,36,3,0,0.0000000000
48,37,1,0,0.0000000000
48,37,2,0,0.0000000000
48,37,3,0,0.0000000000
48,38,1,0,0.0000000000
48,38,2,0,0.0000000000
48,38,3,0,0.0000000000
48,39,1,0,0.0000000000
48,39,2,0,0.0000000000
48,39,3,0,0.0000000000
48,40,1,0,0.0000000000
48,40,2,0,0.0000000000
48,40,3,0,0.0000000000
48,41,1,0,0.0000000000
48,41,2,0,0.0000000000
48,41,3,0,0.0000000000
48,42,1,0,0.0000000000
48,42,2,0,0.0000000000
48,42,3,0,0.0000000000
48,43,1,0,0.0000000000
48,43,2,0,0.0000000000
48,43,3,0,0.0000000000
48,44,1,0,0.0000000000
48,44,2,0,0.0000000000
48,44,3,0,0.0000000000
48,45,1,0,0.0000000000
48,45,2,0,0.0000000000
48,45,3,0,0.0000000000
48,46,1,0,0.0000000000
48,46,2,0,0.0000000000
48,46,3,0,0.0000000000
48,47,1,0,0.0000000000
48,47,2,0,0.0000000000
48,47,3,0,0.0000000000
48,48,1,0,0.0000000000
48,48,2,0,0.0000000000
48,48,3,0,0.0000000000
48,49,1,0,0.0000000000
48,49,2,0,0.0000000000
48,49,3,0,0.0000000000
48,50,1,0,0.0000000000
48,50,2,0,0.0000000000
48,50,3,0,0.0000000000
48,51,1,0,0.0000000000
48,51,2,0,0.0000000000
48,51,3,0,0.0000000000
48,52,1,0,0.0000000000
48,52,2,0,0.0000000000
48,52,3,0,0.0000000000
48,53,1,0,0.0000000000
48,53,2,0,0.0000000000
48,53,3,0,0.0000000000
48,54,1,0,0.0000000000
48,54,2,0,0.0000000000
48,54,3,0,0.0000000000
48,55,1,0,0.0000000000
48,55,2,0,0.0000000000
48,55,3,0,0.0000000000
48,56,1,0,0.0000000000
48,56,2,0,0.0000000000
48,56,3,0,0.0000000000
48,57,1,0,0.0000000000
48,57,2,0,0.0000000000
48,57,3,0,0.0000000000
48,58,1,0,0.0000000000
48,58,2,0,0.0000000000
48,58,3,0,0.0000000000
48,59,1,0,0.0000000000
48,59,2,0,0.0000000000
48,59,3,0,0.0000000000
48,60,1,0,0.0000000000
48,60,2,0,0.0000000000
48,60,3,0,0.0000000000
48,61,1,0,0.0000000000
48,61,2,0,0.0000000000
48,61,3,0,0.0000000000
48,62,1,0,0.0000000000
48,62,2,0,0.0000000000
48,62,3,0,0.0000000000
48,63,1,0,0.0000000000
48,63,2,0,0.0000000000
48,63,3,0,0.0000000000
48,64,1,0,0.0000000000
48,64,2,0,0.0000000000
48,64,3,0,0.0000000000
48,65,1,0,0.0000000000
48,65,2,0,0.0000000000
48,65,3,0,0.0000000000
48,66,1,0,0.0000000000
48,66,2,0,0.0000000000
48,66,3,0,0.0000000000
48,67,1,0,0.0000000000
48,67,2,0,0.0000000000
48,67,3,0,0.0000000000
48,68,1,0,0.0000000000
48,68,2,0,0.0000000000
48,68,3,0,0.0000000000
48,69,1,0,0.0000000000
48,69,2,0,0.0000000000
48,69,3,0,0.0000000000
48,70,1,0,0.0000000000
48,70,2,0,0.0000000000
48,70,3,0,0.0000000000
48,71,1,0,0.0000000000
48,71,2,0,0.0000000000
48,71,3,0,0.0000000000
48,72,1,0,0.0000000000
48,72,2,0,0.0000000000
48,72,3,0,0.0000000000
48,73,1,0,0.0000000000
48,73,2,0,0.0000000000
48,73,3,0,0.0000000000
48,74,1,0,0.0000000000
48,74,2,0,0.0000000000
48,74,3,0,0.0000000000
48,75,1,0,0.0000000000
48,75,2,0,0.0000000000
48,75,3,0,0.0000000000
48,76,1,0,0.0000000000
48,76,2,0,0.0000000000
48,76,3,0,0.0000000000
48,77,1,0,0.0000000000
48,77,2,0,0.0000000000
48,77,3,0,0.0000000000
48,78,1,0,0.0000000000
48,78,2,0,0.0000000000
48,78,3,0,0.0000000000
48,79,1,0,0.0000000000
48,79,2,0,0.0000000000
48,79,3,0,0.0000000000
48,80,1,0,0.0000000000
48,80,2,0,0.0000000000
48,80,3,0,0.0000000000
48,81,1,0,0.0000000000
48,81,2,0,0.0000000000
48,81,3,0,0.0000000000
48,82,1,0,0.0000000000
48,82,2,0,0.0000000000
48,82,3,0,0.0000000000
48,83,1,0,0.0000000000
48,83,2,0,0.0000000000
48,83,3,0,0.0000000000
48,84,1,0,0.0000000000
48,84,2,0,0.0000000000
48,84,3,0,0.0000000000
48,85,1,0,0.0000000000
48,85,2,0,0.0000000000
48,85,3,0,0.0000000000
48,86,1,0,0.0000000000
48,86,2,0,0.0000000000
48,86,3,0,0.0000000000
48,87,1,0,0.0000000000
48,87,2,0,0.0000000000
48,87,3,0,0.0000000000
48,88,1,0,0.0000000000
48,88,2,0,0.0000000000
48,88,3,0,0.0000000000
48,89,1,0,0.0000000000
48,89,2,0,0.0000000000
48,89,3,0,0.0000000000
48,90,1,0,0.0000000000
48,90,2,0,0.0000000000
48,90,3,0,0.0000000000
48,91,1,0,0.0000000000
48,91,2,0,0.0000000000
48,91,3,0,0.0000000000
48,92,1,0,0.0000000000
48,92,2,0,0.0000000000
48,92,3,0,0.0000000000
48,93,1,0,0.0000000000
48,93,2,0,0.0000000000
48,93,3,0,0.0000000000
48,94,1,0,0.0000000000
48,94,2,0,0.0000000000
48,94,3,0,0.0000000000
48,95,1,0,0.0000000000
48,95,2,0,0.0000000000
48,95,3,0,0.0000000000
48,96,1,0,0.0000000000
48,96,2,0,0.0000000000
48,96,3,0,0.0000000000
48,97,1,0,0.0000000000
48,97,2,0,0.0000000000
48,97,3,0,0.0000000000
48,98,1,0,0.0000000000
48,98,2,0,0.0000000000
48,98,3,0,0.0000000000
48,99,1,0,0.0000000000
48,99,2,0,0.0000000000
48,99,3,0,0.0000000000
48,100,1,0,0.0000000000
48,100,2,0,0.0000000000
48,100,3,0,0.0000000000
48,101,1,0,0.0000000000
48,101,2,0,0.0000000000
48,101,3,0,0.0000000000
48,102,1,0,0.0000000000
48,102,2,0,0.0000000000
48,102,3,0,0.0000000000
48,103,1,0,0.0000000000
48,103,2,0,0.0000000000
48,103,3,0,0.0000000000
48,104,1,0,0.0000000000
48,104,2,0,0.0000000000
48,104,3,0,0.0000000000
48,105,1,0,0.0000000000
48,105,2,0,0.0000000000
48,105,3,0,0.0000000000
48,106,1,0,0.0000000000
48,106,2,0,0.0000000000
48,106,3,0,0.0000000000
48,107,1,0,0.0000000000
48,107,2,0,0.0000000000
48,107,3,0,0.0000000000
48,108,1,0,0.0000000000
48,108,2,0,0.0000000000
48,108,3,0,0.0000000000
48,109,1,0,0.0000000000
48,109,2,0,0.0000000000
48,109,3,0,0.0000000000
48,110,1,0,0.0000000000
48,110,2,0,0.0000000000
48,110,3,0,0.0000000000
48,111,1,0,0.0000000000
48,111,2,0,0.0000000000
48,111,3,0,0.0000000000
48,112,1,0,0.0000000000
48,112,2,0,0.0000000000
48,112,3,0,0.0000000000
48,113,1,0,0.0000000000
48,113,2,0,0.0000000000
48,113,3,0,0.0000000000
48,114,1,0,0.0000000000
48,114,2,0,0.0000000000
48,114,3,0,0.0000000000
48,115,1,0,0.0000000000
48,115,2,0,0.0000000000
48,115,3,0,0.0000000000
48,116,1,0,0.0000000000
48,116,2,0,0.0000000000
48,116,3,0,0.0000000000
48,117,1,0,0.0000000000
48,117,2,0,0.0000000000
48,117,3,0,0.0000000000
48,118,1,0,0.0000000000
48,118,2,0,0.0000000000
48,118,3,0,0.0000000000
48,119,1,0,0.0000000000
48,119,2,0,0.0000000000
48,119,3,0,0.0000000000
48,120,1,0,0.0000000000
48,120,2,0,0.0000000000
48,120,3,0,0.0000000000
48,121,1,0,0.0000000000
48,121,2,0,0.0000000000
48,121,3,0,0.0000000000
48,122,1,0,0.0000000000
48,122,2,0,0.0000000000
48,122,3,0,0.0000000000
48,123,1,0,0.0000000000
48,123,2,0,0.0000000000
48,123,3,0,0.0000000000
48,124,1,0,0.0000000000
48,124,2,0,0.0000000000
48,124,3,0,0.0000000000
48,125,1,0,0.0000000000
48,125,2,0,0.0000000000
48,125,3,0,0.0000000000
48,126,1,0,0.0000000000
48,126,2,0,0.0000000000
48,126,3,0,0.0000000000
48,127,1,0,0.0000000000
48,127,2,0,0.0000000000
48,127,3,0,0.0000000000
48,128,1,0,0.0000000000
48,128,2,0,0.0000000000
48,128,3,0,0.0000000000
48,129,1,0,0.0000000000
48,129,2,0,0.0000000000
48,129,3,0,0.0000000000
48,130,1,0,0.0000000000
48,130,2,0,0.0000000000
48,130,3,0,0.0000000000
48,131,1,0,0.0000000000
48,131,2,0,0.0000000000
48,131,3,0,0.0000000000
48,132,1,0,0.0000000000
48,132,2,0,0.0000000000
48,132,3,0,0.0000000000
48,133,1,0,0.0000000000
48,133,2,0,0.0000000000
48,133,3,0,0.0000000000
48,134,1,0,0.0000000000
48,134,2,0,0.0000000000
48,134,3,0,0.0000000000
48,135,1,0,0.0000000000
48,135,2,0,0.0000000000
48,135,3,0,0.0000000000
48,136,1,0,0.0000000000
48,136,2,0,0.0000000000
48,136,3,0,0.0000000000
48,137,1,0,0.0000000000
48,137,2,0,0.0000000000
48,137,3,0,0.0000000000
48,138,1,0,0.0000000000
48,138,2,0,0.0000000000
48,138,3,0,0.0000000000
48,139,1,0,0.0000000000
48,139,2,0,0.0000000000
48,139,3,0,0.0000000000
48,140,1,0,0.0000000000
48,140,2,0,0.0000000000
48,140,3,0,0.0000000000
48,141,1,0,0.0000000000
48,141,2,0,0.0000000000
48,141,3,0,0.0000000000
48,142,1,0,0.0000000000
48,142,2,0,0.0000000000
48,142,3,0,0.0000000000
48,143,1,0,0.0000000000
48,143,2,0,0.0000000000
48,143,3,0,0.0000000000
48,144,1,0,0.0000000000
48,144,2,0,0.0000000000
48,144,3,0,0.0000000000
48,145,1,0,0.0000000000
48,145,2,0,0.0000000000
48,145,3,0,0.0000000000
48,146,1,0,0.0000000000
48,146,2,0,0.0000000000
48,146,3,0,0.0000000000
48,147,1,0,0.0000000000
48,147,2,0,0.0000000000
48,147,3,0,0.0000000000
48,148,1,0,0.0000000000
48,148,2,0,0.0000000000
48,148,3,0,0.0000000000
48,149,1,0,0.0000000000
48,149,2,0,0.0000000000
48,149,3,0,0.0000000000
48,150,1,0,0.0000000000
48,150,2,0,0.0000000000
48,150,3,0,0.0000000000
48,151,1,0,0.0000000000
48,151,2,0,0.0000000000
48,151,3,0,0.0000000000
48,152,1,0,0.0000000000
48,152,2,0,0.0000000000
48,152,3,0,0.0000000000
48,153,1,0,0.0000000000
48,153,2,0,0.0000000000
48,153,3,0,0.0000000000
48,154,1,0,0.0000000000
48,154,2,0,0.0000000000
48,154,3,0,0.0000000000
48,155,1,0,0.0000000000
48,155,2,0,0.0000000000
48,155,3,0,0.0000000000
48,156,1,0,0.0000000000
48,156,2,0,0.0000000000
48,156,3,0,0.0000000000
48,157,1,0,0.0000000000
48,157,2,0,0.0000000000
48,157,3,0,0.0000000000
48,158,1,0,0.0000000000
48,158,2,0,0.0000000000
48,158,3,0,0.0000000000
48,159,1,0,0.0000000000
48,159,2,0,0.0000000000
48,159,3,0,0.0000000000
48,160,1,0,0.0000000000
48,160,2,0,0.0000000000
48,160,3,0,0.0000000000
48,161,1,0,0.0000000000
48,161,2,0,0.0000000000
48,161,3,0,0.0000000000
48,162,1,0,0.0000000000
48,162,2,0,0.0000000000
48,162,3,0,0.0000000000
48,163,1,0,0.0000000000
48,163,2,0,0.0000000000
48,163,3,0,0.0000000000
48,164,1,0,0.0000000000
48,164,2,0,0.0000000000
48,164,3,0,0.0000000000
48,165,1,0,0.0000000000
48,165,2,0,0.0000000000
48,165,3,0,0.0000000000
48,166,1,0,0.0000000000
48,166,2,0,0.0000000000
48,166,3,0,0.0000000000
48,167,1,0,0.0000000000
48,167,2,0,0.0000000000
48,167,3,0,0.0000000000
48,168,1,0,0.0000000000
48,168,2,0,0.0000000000
48,168,3,0,0.0000000000
50,1,1,0,0.0000000000
50,1,2,0,0.0000000000
50,1,3,0,0.0000000000
50,2,1,0,0.0000000000
50,2,2,0,0.0000000000
50,2,3,0,0.0000000000
50,3,1,0,0.0000000000
50,3,2,0,0.0000000000
50,3,3,0,0.0000000000
50,4,1,0,0.0000000000
50,4,2,0,0.0000000000
50,4,3,0,0.0000000000
50,5,1,0,0.0000000000
50,5,2,0,0.0000000000
50,5,3,0,0.0000000000
50,6,1,0,0.0000000000
50,6,2,0,0.0000000000
50,6,3,0,0.0000000000
50,7,1,0,0.0000000000
50,7,2,0,0.0000000000
50,7,3,0,0.0000000000
50,8,1,0,0.0000000000
50,8,2,0,0.0000000000
50,8,3,0,0.0000000000
50,9,1,0,0.0000000000
50,9,2,0,0.0000000000
50,9,3,0,0.0000000000
50,10,1,0,0.0000000000
50,10,2,0,0.0000000000
50,10,3,0,0.0000000000
50,11,1,0,0.0000000000
50,11,2,0,0.0000000000
50,11,3,0,0.0000000000
50,12,1,0,0.0000000000
50,12,2,0,0.0000000000
50,12,3,0,0.0000000000
50,13,1,0,0.0000000000
50,13,2,0,0.0000000000
50,13,3,0,0.0000000000
50,14,1,0,0.0000000000
50,14,2,0,0.0000000000
50,14,3,0,0.0000000000
50,15,1,0,0.0000000000
50,15,2,0,0.0000000000
50,15,3,0,0.0000000000
50,16,1,0,0.0000000000
50,16,2,0,0.0000000000
50,16,3,0,0.0000000000
50,17,1,0,0.0000000000
50,17,2,0,0.0000000000
50,17,3,0,0.0000000000
50,18,1,0,0.0000000000
50,18,2,0,0.0000000000
50,18,3,0,0.0000000000
50,19,1,0,0.0000000000
50,19,2,0,0.0000000000
50,19,3,0,0.0000000000
50,20,1,0,0.0000000000
50,20,2,0,0.0000000000
50,20,3,0,0.0000000000
50,21,1,0,0.0000000000
50,21,2,0,0.0000000000
50,21,3,0,0.0000000000
50,22,1,0,0.0000000000
50,22,2,0,0.0000000000
50,22,3,0,0.0000000000
50,23,1,0,0.0000000000
50,23,2,0,0.0000000000
50,23,3,0,0.0000000000
50,24,1,0,0.0000000000
50,24,2,0,0.0000000000
50,24,3,0,0.0000000000
50,25,1,0,0.0000000000
50,25,2,0,0.0000000000
50,25,3,0,0.0000000000
50,26,1,0,0.0000000000
50,26,2,0,0.0000000000
50,26,3,0,0.0000000000
50,27,1,0,0.0000000000
50,27,2,0,0.0000000000
50,27,3,0,0.0000000000
50,28,1,0,0.0000000000
50,28,2,0,0.0000000000
50,28,3,0,0.0000000000
50,29,1,0,0.0000000000
50,29,2,0,0.0000000000
50,29,3,0,0.0000000000
50,30,1,0,0.0000000000
50,30,2,0,0.0000000000
50,30,3,0,0.0000000000
50,31,1,0,0.0000000000
50,31,2,0,0.0000000000
50,31,3,0,0.0000000000
50,32,1,0,0.0000000000
50,32,2,0,0.0000000000
50,32,3,0,0.0000000000
50,33,1,0,0.0000000000
50,33,2,0,0.0000000000
50,33,3,0,0.0000000000
50,34,1,0,0.0000000000
50,34,2,0,0.0000000000
50,34,3,0,0.0000000000
50,35,1,0,0.0000000000
50,35,2,0,0.0000000000
50,35,3,0,0.0000000000
50,36,1,0,0.0000000000
50,36,2,0,0.0000000000
50,36,3,0,0.0000000000
50,37,1,0,0.0000000000
50,37,2,0,0.0000000000
50,37,3,0,0.0000000000
50,38,1,0,0.0000000000
50,38,2,0,0.0000000000
50,38,3,0,0.0000000000
50,39,1,0,0.0000000000
50,39,2,0,0.0000000000
50,39,3,0,0.0000000000
50,40,1,0,0.0000000000
50,40,2,0,0.0000000000
50,40,3,0,0.0000000000
50,41,1,0,0.0000000000
50,41,2,0,0.0000000000
50,41,3,0,0.0000000000
50,42,1,0,0.0000000000
50,42,2,0,0.0000000000
50,42,3,0,0.0000000000
50,43,1,0,0.0000000000
50,43,2,0,0.0000000000
50,43,3,0,0.0000000000
50,44,1,0,0.0000000000
50,44,2,0,0.0000000000
50,44,3,0,0.0000000000
50,45,1,0,0.0000000000
50,45,2,0,0.0000000000
50,45,3,0,0.0000000000
50,46,1,0,0.0000000000
50,46,2,0,0.0000000000
50,46,3,0,0.0000000000
50,47,1,0,0.0000000000
50,47,2,0,0.0000000000
50,47,3,0,0.0000000000
50,48,1,0,0.0000000000
50,48,2,0,0.0000000000
50,48,3,0,0.0000000000
50,49,1,0,0.0000000000
50,49,2,0,0.0000000000
50,49,3,0,0.0000000000
50,50,1,0,0.0000000000
50,50,2,0,0.0000000000
50,50,3,0,0.0000000000
50,51,1,0,0.0000000000
50,51,2,0,0.0000000000
50,51,3,0,0.0000000000
50,52,1,0,0.0000000000
50,52,2,0,0.0000000000
50,52,3,0,0.0000000000
50,53,1,0,0.0000000000
50,53,2,0,0.0000000000
50,53,3,0,0.0000000000
50,54,1,0,0.0000000000
50,54,2,0,0.0000000000
50,54,3,0,0.0000000000
50,55,1,0,0.0000000000
50,55,2,0,0.0000000000
50,55,3,0,0.0000000000
50,56,1,0,0.0000000000
50,56,2,0,0.0000000000
50,56,3,0,0.0000000000
50,57,1,0,0.0000000000
50,57,2,0,0.0000000000
50,57,3,0,0.0000000000
50,58,1,0,0.0000000000
50,58,2,0,0.0000000000
50,58,3,0,0.0000000000
50,59,1,0,0.0000000000
50,59,2,0,0.0000000000
50,59,3,0,0.0000000000
50,60,1,0,0.0000000000
50,60,2,0,0.0000000000
50,60,3,0,0.0000000000
50,61,1,0,0.0000000000
50,61,2,0,0.0000000000
50,61,3,0,0.0000000000
50,62,1,0,0.0000000000
50,62,2,0,0.0000000000
50,62,3,0,0.0000000000
50,63,1,0,0.0000000000
50,63,2,0,0.0000000000
50,63,3,0,0.0000000000
50,64,1,0,0.0000000000
50,64,2,0,0.0000000000
50,64,3,0,0.0000000000
50,65,1,0,0.0000000000
50,65,2,0,0.0000000000
50,65,3,0,0.0000000000
50,66,1,0,0.0000000000
50,66,2,0,0.0000000000
50,66,3,0,0.0000000000
50,67,1,0,0.0000000000
50,67,2,0,0.0000000000
50,67,3,0,0.0000000000
50,68,1,0,0.0000000000
50,68,2,0,0.0000000000
50,68,3,0,0.0000000000
50,69,1,0,0.0000000000
50,69,2,0,0.0000000000
50,69,3,0,0.0000000000
50,70,1,0,0.0000000000
50,70,2,0,0.0000000000
50,70,3,0,0.0000000000
50,71,1,0,0.0000000000
50,71,2,0,0.0000000000
50,71,3,0,0.0000000000
50,72,1,0,0.0000000000
50,72,2,0,0.0000000000
50,72,3,0,0.0000000000
50,73,1,0,0.0000000000
50,73,2,0,0.0000000000
50,73,3,0,0.0000000000
50,74,1,0,0.0000000000
50,74,2,0,0.0000000000
50,74,3,0,0.0000000000
50,75,1,0,0.0000000000
50,75,2,0,0.0000000000
50,75,3,0,0.0000000000
50,76,1,0,0.0000000000
50,76,2,0,0.0000000000
50,76,3,0,0.0000000000
50,77,1,0,0.0000000000
50,77,2,0,0.0000000000
50,77,3,0,0.0000000000
50,78,1,0,0.0000000000
50,78,2,0,0.0000000000
50,78,3,0,0.0000000000
50,79,1,0,0.0000000000
50,79,2,0,0.0000000000
50,79,3,0,0.0000000000
50,80,1,0,0.0000000000
50,80,2,0,0.0000000000
50,80,3,0,0.0000000000
50,81,1,0,0.0000000000
50,81,2,0,0.0000000000
50,81,3,0,0.0000000000
50,82,1,0,0.0000000000
50,82,2,0,0.0000000000
50,82,3,0,0.0000000000
50,83,1,0,0.0000000000
50,83,2,0,0.0000000000
50,83,3,0,0.0000000000
50,84,1,0,0.0000000000
50,84,2,0,0.0000000000
50,84,3,0,0.0000000000
50,85,1,0,0.0000000000
50,85,2,0,0.0000000000
50,85,3,0,0.0000000000
50,86,1,0,0.0000000000
50,86,2,0,0.0000000000
50,86,3,0,0.0000000000
50,87,1,0,0.0000000000
50,87,2,0,0.0000000000
50,87,3,0,0.0000000000
50,88,1,0,0.0000000000
50,88,2,0,0.0000000000
50,88,3,0,0.0000000000
50,89,1,0,0.0000000000
50,89,2,0,0.0000000000
50,89,3,0,0.0000000000
50,90,1,0,0.0000000000
50,90,2,0,0.0000000000
50,90,3,0,0.0000000000
50,91,1,0,0.0000000000
50,91,2,0,0.0000000000
50,91,3,0,0.0000000000
50,92,1,0,0.0000000000
50,92,2,0,0.0000000000
50,92,3,0,0.0000000000
50,93,1,0,0.0000000000
50,93,2,0,0.0000000000
50,93,3,0,0.0000000000
50,94,1,0,0.0000000000
50,94,2,0,0.0000000000
50,94,3,0,0.0000000000
50,95,1,0,0.0000000000
50,95,2,0,0.0000000000
50,95,3,0,0.0000000000
50,96,1,0,0.0000000000
50,96,2,0,0.0000000000
50,96,3,0,0.0000000000
50,97,1,0,0.0000000000
50,97,2,0,0.0000000000
50,97,3,0,0.0000000000
50,98,1,0,0.0000000000
50,98,2,0,0.0000000000
50,98,3,0,0.0000000000
50,99,1,0,0.0000000000
50,99,2,0,0.0000000000
50,99,3,0,0.0000000000
50,100,1,0,0.0000000000
50,100,2,0,0.0000000000
50,100,3,0,0.0000000000
50,101,1,0,0.0000000000
50,101,2,0,0.0000000000
50,101,3,0,0.0000000000
50,102,1,0,0.0000000000
50,102,2,0,0.0000000000
50,102,3,0,0.0000000000
50,103,1,0,0.0000000000
50,103,2,0,0.0000000000
50,103,3,0,0.0000000000
50,104,1,0,0.0000000000
50,104,2,0,0.0000000000
50,104,3,0,0.0000000000
50,105,1,0,0.0000000000
50,105,2,0,0.0000000000
50,105,3,0,0.0000000000
50,106,1,0,0.0000000000
50,106,2,0,0.0000000000
50,106,3,0,0.0000000000
50,107,1,0,0.0000000000
50,107,2,0,0.0000000000
50,107,3,0,0.0000000000
50,108,1,0,0.0000000000
50,108,2,0,0.0000000000
50,108,3,0,0.0000000000
50,109,1,0,0.0000000000
50,109,2,0,0.0000000000
50,109,3,0,0.0000000000
50,110,1,0,0.0000000000
50,110,2,0,0.0000000000
50,110,3,0,0.0000000000
50,111,1,0,0.0000000000
50,111,2,0,0.0000000000
50,111,3,0,0.0000000000
50,112,1,0,0.0000000000
50,112,2,0,0.0000000000
50,112,3,0,0.0000000000
50,113,1,0,0.0000000000
50,113,2,0,0.0000000000
50,113,3,0,0.0000000000
50,114,1,0,0.0000000000
50,114,2,0,0.0000000000
50,114,3,0,0.0000000000
50,115,1,0,0.0000000000
50,115,2,0,0.0000000000
50,115,3,0,0.0000000000
50,116,1,0,0.0000000000
50,116,2,0,0.0000000000
50,116,3,0,0.0000000000
50,117,1,0,0.0000000000
50,117,2,0,0.0000000000
50,117,3,0,0.0000000000
50,118,1,0,0.0000000000
50,118,2,0,0.0000000000
50,118,3,0,0.0000000000
50,119,1,0,0.0000000000
50,119,2,0,0.0000000000
50,119,3,0,0.0000000000
50,120,1,0,0.0000000000
50,120,2,0,0.0000000000
50,120,3,0,0.0000000000
50,121,1,0,0.0000000000
50,121,2,0,0.0000000000
50,121,3,0,0.0000000000
50,122,1,0,0.0000000000
50,122,2,0,0.0000000000
50,122,3,0,0.0000000000
50,123,1,0,0.0000000000
50,123,2,0,0.0000000000
50,123,3,0,0.0000000000
50,124,1,0,0.0000000000
50,124,2,0,0.0000000000
50,124,3,0,0.0000000000
50,125,1,0,0.0000000000
50,125,2,0,0.0000000000
50,125,3,0,0.0000000000
50,126,1,0,0.0000000000
50,126,2,0,0.0000000000
50,126,3,0,0.0000000000
50,127,1,0,0.0000000000
50,127,2,0,0.0000000000
50,127,3,0,0.0000000000
50,128,1,0,0.0000000000
50,128,2,0,0.0000000000
50,128,3,0,0.0000000000
50,129,1,0,0.0000000000
50,129,2,0,0.0000000000
50,129,3,0,0.0000000000
50,130,1,0,0.0000000000
50,130,2,0,0.0000000000
50,130,3,0,0.0000000000
50,131,1,0,0.0000000000
50,131,2,0,0.0000000000
50,131,3,0,0.0000000000
50,132,1,0,0.0000000000
50,132,2,0,0.0000000000
50,132,3,0,0.0000000000
50,133,1,0,0.0000000000
50,133,2,0,0.0000000000
50,133,3,0,0.0000000000
50,134,1,0,0.0000000000
50,134,2,0,0.0000000000
50,134,3,0,0.0000000000
50,135,1,0,0.0000000000
50,135,2,0,0.0000000000
50,135,3,0,0.0000000000
50,136,1,0,0.0000000000
50,136,2,0,0.0000000000
50,136,3,0,0.0000000000
50,137,1,0,0.0000000000
50,137,2,0,0.0000000000
50,137,3,0,0.0000000000
50,138,1,0,0.0000000000
50,138,2,0,0.0000000000
50,138,3,0,0.0000000000
50,139,1,0,0.0000000000
50,139,2,0,0.0000000000
50,139,3,0,0.0000000000
50,140,1,0,0.0000000000
50,140,2,0,0.0000000000
50,140,3,0,0.0000000000
50,141,1,0,0.0000000000
50,141,2,0,0.0000000000
50,141,3,0,0.0000000000
50,142,1,0,0.0000000000
50,142,2,0,0.0000000000
50,142,3,0,0.0000000000
50,143,1,0,0.0000000000
50,143,2,0,0.0000000000
50,143,3,0,0.0000000000
50,144,1,0,0.0000000000
50,144,2,0,0.0000000000
50,144,3,0,0.0000000000
50,145,1,0,0.0000000000
50,145,2,0,0.0000000000
50,145,3,0,0.0000000000
50,146,1,0,0.0000000000
50,146,2,0,0.0000000000
50,146,3,0,0.0000000000
50,147,1,0,0.0000000000
50,147,2,0,0.0000000000
50,147,3,0,0.0000000000
50,148,1,0,0.0000000000
50,148,2,0,0.0000000000
50,148,3,0,0.0000000000
50,149,1,0,0.0000000000
50,149,2,0,0.0000000000
50,149,3,0,0.0000000000
50,150,1,0,0.0000000000
50,150,2,0,0.0000000000
50,150,3,0,0.0000000000
50,151,1,0,0.0000000000
50,151,2,0,0.0000000000
50,151,3,0,0.0000000000
50,152,1,0,0.0000000000
50,152,2,0,0.0000000000
50,152,3,0,0.0000000000
50,153,1,0,0.0000000000
50,153,2,0,0.0000000000
50,153,3,0,0.0000000000
50,154,1,0,0.0000000000
50,154,2,0,0.0000000000
50,154,3,0,0.0000000000
50,155,1,0,0.0000000000
50,155,2,0,0.0000000000
50,155,3,0,0.0000000000
50,156,1,0,0.0000000000
50,156,2,0,0.0000000000
50,156,3,0,0.0000000000
50,157,1,0,0.0000000000
50,157,2,0,0.0000000000
50,157,3,0,0.0000000000
50,158,1,0,0.0000000000
50,158,2,0,0.0000000000
50,158,3,0,0.0000000000
50,159,1,0,0.0000000000
50,159,2,0,0.0000000000
50,159,3,0,0.0000000000
50,160,1,0,0.0000000000
50,160,2,0,0.0000000000
50,160,3,0,0.0000000000
50,161,1,0,0.0000000000
50,161,2,0,0.0000000000
50,161,3,0,0.0000000000
50,162,1,0,0.0000000000
50,162,2,0,0.0000000000
50,162,3,0,0.0000000000
50,163,1,0,0.0000000000
50,163,2,0,0.0000000000
50,163,3,0,0.0000000000
50,164,1,0,0.0000000000
50,164,2,0,0.0000000000
50,164,3,0,0.0000000000
50,165,1,0,0.0000000000
50,165,2,0,0.0000000000
50,165,3,0,0.0000000000
50,166,1,0,0.0000000000
50,166,2,0,0.0000000000
50,166,3,0,0.0000000000
50,167,1,0,0.0000000000
50,167,2,0,0.0000000000
50,167,3,0,0.0000000000
50,168,1,0,0.0000000000
50,168,2,0,0.0000000000
50,168,3,0,0.0000000000
51,1,1,0,0.0000000000
51,1,2,0,0.0000000000
51,1,3,0,0.0000000000
51,2,1,0,0.0000000000
51,2,2,0,0.0000000000
51,2,3,0,0.0000000000
51,3,1,0,0.0000000000
51,3,2,0,0.0000000000
51,3,3,0,0.0000000000
51,4,1,0,0.0000000000
51,4,2,0,0.0000000000
51,4,3,0,0.0000000000
51,5,1,0,0.0000000000
51,5,2,0,0.0000000000
51,5,3,0,0.0000000000
51,6,1,0,0.0000000000
51,6,2,0,0.0000000000
51,6,3,0,0.0000000000
51,7,1,0,0.0000000000
